shelter_id,name,lon,lat
0,Dewan Serbaguna Sungai Way,101.620848,3.0866757
1,Dewan Atria Damansara Jaya,101.6169977,3.1269922
2,D'Buana Hall,101.6371259,3.0787015
3,Dewan Komuniti PJS 6,101.61533854070717,3.080794791008773
4,Dewan Komuniti (Unspecified),101.63215211256305,3.1190012909967546
